unit_id,granularity,poem_id,source_poetry_id,poet_id,作者,作者规范,题目,source,line_index,line_length_guess,text,embedding_text,embedding_chars,candidate_ngram,candidate_source
108052,line,9032,9036,203,高適,高適,观李九少府翥树宓子贱神祠碑,Ethan-do0707/tang_poetry,20,5,我非王仲宣,我非王仲宣,5,王仲宣,leishu_3gram
108080,line,9034,9038,203,高適,高適,宋中十首,Ethan-do0707/tang_poetry,2,5,悠悠一千年,悠悠一千年,5,一千年,leishu_3gram
108092,line,9034,9038,203,高適,高適,宋中十首,Ethan-do0707/tang_poetry,14,5,三请皆不忍,三请皆不忍,5,皆不忍,leishu_3gram
108112,line,9034,9038,203,高適,高適,宋中十首,Ethan-do0707/tang_poetry,34,5,众人不可向,众人不可向,5,人不可,leishu_3gram
108129,line,9034,9038,203,高適,高適,宋中十首,Ethan-do0707/tang_poetry,51,5,岂不由其身,岂不由其身,5,不由其,leishu_3gram
108134,line,9034,9038,203,高適,高適,宋中十首,Ethan-do0707/tang_poetry,56,5,人皆有兄弟,人皆有兄弟,5,人皆有,leishu_3gram
108170,line,9036,9040,203,高適,高適,自淇涉黄河途中作十三首,Ethan-do0707/tang_poetry,22,5,钓鱼三十年,钓鱼三十年,5,三十年,leishu_3gram
108182,line,9036,9040,203,高適,高適,自淇涉黄河途中作十三首,Ethan-do0707/tang_poetry,34,5,北望太行山,北望太行山,5,太行山,leishu_3gram
108296,line,9036,9040,203,高適,高適,自淇涉黄河途中作十三首,Ethan-do0707/tang_poetry,148,5,万事吾不知,万事吾不知,5,吾不知,leishu_3gram
108299,line,9037,9041,203,高適,高適,宋中遇陈二,Ethan-do0707/tang_poetry,1,5,所期王佐才,所期王佐才,5,王佐才,leishu_3gram
108389,line,9042,9046,203,高適,高適,东平路作三首,Ethan-do0707/tang_poetry,17,5,空令行者愁,空令行者愁,5,令行者,leishu_3gram
108390,line,9043,9047,203,高適,高適,东平路中遇大水,Ethan-do0707/tang_poetry,0,5,天灾自古有,天灾自古有,5,自古有,leishu_3gram
108403,line,9043,9047,203,高適,高適,东平路中遇大水,Ethan-do0707/tang_poetry,13,5,西成不可求,西成不可求,5,成不可,leishu_3gram
108404,line,9043,9047,203,高適,高適,东平路中遇大水,Ethan-do0707/tang_poetry,14,5,室居相枕藉,室居相枕藉,5,相枕藉,leishu_3gram
108451,line,9045,9049,203,高適,高適,苦雪四首,Ethan-do0707/tang_poetry,25,5,亦有如我者,亦有如我者,5,亦有如,leishu_3gram
108463,line,9046,9050,203,高適,高適,哭单父梁九少府,Ethan-do0707/tang_poetry,11,5,万事皆如此,万事皆如此,5,皆如此,leishu_3gram
108505,line,9049,9053,203,高適,高適,秋胡行（一作鲁秋胡）,Ethan-do0707/tang_poetry,1,7,容华倚翠人未知,容华倚翠人未知,7,人未知,leishu_3gram
108514,line,9049,9053,203,高適,高適,秋胡行（一作鲁秋胡）,Ethan-do0707/tang_poetry,10,7,道逢行子不相识,道逢行子不相识,7,子不相,leishu_3gram
108531,line,9049,9053,203,高適,高適,秋胡行（一作鲁秋胡）,Ethan-do0707/tang_poetry,27,7,况复迢迢千里外,况复迢迢千里外,7,千里外,leishu_3gram
108543,line,9050,9054,203,高適,高適,古大梁行,Ethan-do0707/tang_poetry,7,5,国步连营一千里,国步连营一千里,7,一千里,leishu_3gram
108563,line,9051,9055,203,高適,高適,邯郸少年行,Ethan-do0707/tang_poetry,7,7,令人却忆平原君,令人却忆平原君,7,平原君,leishu_3gram
108573,line,9052,9056,203,高適,高適,燕歌行,Ethan-do0707/tang_poetry,3,7,天子非常赐颜色,天子非常赐颜色,7,天子非,leishu_3gram
108600,line,9053,9057,203,高適,高適,古歌行,Ethan-do0707/tang_poetry,2,7,天子垂衣方晏如,天子垂衣方晏如,7,天子垂,leishu_3gram
108603,line,9053,9057,203,高適,高適,古歌行,Ethan-do0707/tang_poetry,5,7,露台百金以为费,露台百金以为费,7,百金以,leishu_3gram
108614,line,9054,9058,203,高適,高適,人日寄杜二拾遗,Ethan-do0707/tang_poetry,8,7,一卧东山三十春,一卧东山三十春,7,山三十,leishu_3gram
108616,line,9054,9058,203,高適,高適,人日寄杜二拾遗,Ethan-do0707/tang_poetry,10,7,龙钟还忝二千石,龙钟还忝二千石,7,二千石,leishu_3gram
108617,line,9054,9058,203,高適,高適,人日寄杜二拾遗,Ethan-do0707/tang_poetry,11,7,愧尔东西南北人,愧尔东西南北人,7,西南北,leishu_3gram
108642,line,9056,9060,203,高適,高適,留别郑三、韦九兼洛下诸公,Ethan-do0707/tang_poetry,16,7,不知何日更携手,不知何日更携手,7,不知何,leishu_3gram
108647,line,9057,9061,203,高適,高適,送杨山人归嵩阳,Ethan-do0707/tang_poetry,3,5,三十六峰犹眼前,三十六峰犹眼前,7,三十六,leishu_3gram
108662,line,9059,9063,203,高適,高適,赠别晋三处士,Ethan-do0707/tang_poetry,0,7,有人家住清河源,有人家住清河源,7,有人家,leishu_3gram
108665,line,9059,9063,203,高適,高適,赠别晋三处士,Ethan-do0707/tang_poetry,3,7,心知内篇口不言,心知内篇口不言,7,口不言,leishu_3gram
108668,line,9059,9063,203,高適,高適,赠别晋三处士,Ethan-do0707/tang_poetry,6,7,知己从来不易知,知己从来不易知,7,不易知,leishu_3gram
108706,line,9061,9065,203,高適,高適,送蔡山人,Ethan-do0707/tang_poetry,8,7,丈夫遭遇不可知,丈夫遭遇不可知,7,不可知,leishu_3gram
108715,line,9062,9066,203,高適,高適,封丘作,Ethan-do0707/tang_poetry,5,7,公门百事皆有期,公门百事皆有期,7,事皆有,leishu_3gram
108729,line,9063,9067,203,高適,高適,题李别驾壁,Ethan-do0707/tang_poetry,3,7,宾客争过魏公子,宾客争过魏公子,7,魏公子,leishu_3gram
108759,line,9065,9069,203,高適,高適,别韦参军,Ethan-do0707/tang_poetry,9,5,东过梁宋非吾土,东过梁宋非吾土,7,非吾土,leishu_3gram
108762,line,9065,9069,203,高適,高適,别韦参军,Ethan-do0707/tang_poetry,12,5,世人遇我同众人,世人遇我同众人,7,人遇我,leishu_3gram
108770,line,9065,9069,203,高適,高適,别韦参军,Ethan-do0707/tang_poetry,20,5,丈夫不作儿女别,丈夫不作儿女别,7,丈夫不,leishu_3gram
108816,line,9069,9073,203,高適,高適,赋得还山吟，送沈四山人,Ethan-do0707/tang_poetry,11,7,明月相随何处眠,明月相随何处眠,7,明月相,leishu_3gram
108818,line,9069,9073,203,高適,高適,赋得还山吟，送沈四山人,Ethan-do0707/tang_poetry,13,7,梦魂可以相周旋,梦魂可以相周旋,7,可以相,leishu_3gram
108830,line,9070,9074,203,高適,高適,崔司录宅燕大理李卿,Ethan-do0707/tang_poetry,11,5,我公不以为是非,我公不以为是非,7,公不以,leishu_3gram
108848,line,9072,9076,203,高適,高適,同河南李少尹毕员外宅夜饮时洛阳告捷遂作春酒歌,Ethan-do0707/tang_poetry,1,5,故人清词合风骚,故人清词合风骚,7,故人清,leishu_3gram
108859,line,9072,9076,203,高適,高適,同河南李少尹毕员外宅夜饮时洛阳告捷遂作春酒歌,Ethan-do0707/tang_poetry,12,5,今年复拜二千石,今年复拜二千石,7,二千石,leishu_3gram
108860,line,9072,9076,203,高適,高適,同河南李少尹毕员外宅夜饮时洛阳告捷遂作春酒歌,Ethan-do0707/tang_poetry,13,5,盛夏五月西南行,盛夏五月西南行,7,夏五月,leishu_3gram
108870,line,9074,9078,203,高適,高適,见薛大臂鹰作（一作李白）,Ethan-do0707/tang_poetry,0,7,寒楚十二月,寒楚十二月,5,十二月,leishu_3gram
108886,line,9075,9079,203,高適,高適,画马篇（同诸公宴睢阳李太守，各赋一物）,Ethan-do0707/tang_poetry,14,7,一日千里如旋风,一日千里如旋风,7,一日千,leishu_3gram
108902,line,9078,9082,203,高適,高適,渔父歌,Ethan-do0707/tang_poetry,2,7,世人欲得知姓名,世人欲得知姓名,7,知姓名,leishu_3gram
109003,line,9090,9094,203,高適,高適,送蔡十二之海上（时在卫中）,Ethan-do0707/tang_poetry,7,5,知君不忍看,知君不忍看,5,君不忍,leishu_3gram
109021,line,9093,9097,203,高適,高適,别从甥万盈,Ethan-do0707/tang_poetry,1,5,四十乃知名,四十乃知名,5,乃知名,leishu_3gram
109060,line,9098,9102,203,高適,高適,送蹇秀才赴临洮,Ethan-do0707/tang_poetry,0,5,怅望日千里,怅望日千里,5,日千里,leishu_3gram
109077,line,9100,9104,203,高適,高適,别孙訢,Ethan-do0707/tang_poetry,1,5,白马黑貂裘,白马黑貂裘,5,黑貂裘,leishu_3gram
109189,line,9114,9118,203,高適,高適,同群公登濮阳圣佛寺阁,Ethan-do0707/tang_poetry,1,5,悠然意不穷,悠然意不穷,5,然意不,leishu_3gram
109204,line,9116,9120,203,高適,高適,淇上别业,Ethan-do0707/tang_poetry,0,5,依依西山下,依依西山下,5,西山下,leishu_3gram
109253,line,9120,9124,203,高適,高適,东平别前卫县李寀少府,Ethan-do0707/tang_poetry,1,7,春风送客使人悲,春风送客使人悲,7,客使人,leishu_3gram
109254,line,9120,9124,203,高適,高適,东平别前卫县李寀少府,Ethan-do0707/tang_poetry,2,7,怨别自惊千里外,怨别自惊千里外,7,千里外,leishu_3gram
109268,line,9122,9126,203,高適,高適,送李少府贬峡中，王少府贬长沙,Ethan-do0707/tang_poetry,0,7,嗟君此别意何如,嗟君此别意何如,7,意何如,leishu_3gram
109289,line,9124,9128,203,高適,高適,金城北楼,Ethan-do0707/tang_poetry,5,7,体道犹思塞上翁,体道犹思塞上翁,7,塞上翁,leishu_3gram
109297,line,9125,9129,203,高適,高適,同颜六少府旅宦秋中之作,Ethan-do0707/tang_poetry,5,7,心在青云世莫知,心在青云世莫知,7,世莫知,leishu_3gram
109298,line,9125,9129,203,高適,高適,同颜六少府旅宦秋中之作,Ethan-do0707/tang_poetry,6,7,不是鬼神无正直,不是鬼神无正直,7,是鬼神,leishu_3gram
109311,line,9127,9131,203,高適,高適,古乐府飞龙曲，留上陈左相（陈希烈）,Ethan-do0707/tang_poetry,3,5,天子富平侯,天子富平侯,5,天子富,leishu_3gram
109326,line,9127,9131,203,高適,高適,古乐府飞龙曲，留上陈左相（陈希烈）,Ethan-do0707/tang_poetry,18,5,公才山吏部,公才山吏部,5,山吏部,leishu_3gram
109358,line,9128,9132,203,高適,高適,留上李右相（一作奉赠李右相林甫）,Ethan-do0707/tang_poetry,18,5,吹嘘成羽翼,吹嘘成羽翼,5,成羽翼,leishu_3gram
109510,line,9132,9136,203,高適,高適,真定即事，奉赠韦使君二十八韵,Ethan-do0707/tang_poetry,6,5,郡称廉叔度,郡称廉叔度,5,廉叔度,leishu_3gram
109511,line,9132,9136,203,高適,高適,真定即事，奉赠韦使君二十八韵,Ethan-do0707/tang_poetry,7,5,朝议管夷吾,朝议管夷吾,5,管夷吾,leishu_3gram
109607,line,9135,9139,203,高適,高適,奉酬睢阳路太守见赠之作,Ethan-do0707/tang_poetry,11,5,玄言向子期,玄言向子期,5,向子期,leishu_3gram
109636,line,9136,9140,203,高適,高適,奉酬睢阳李太守,Ethan-do0707/tang_poetry,12,5,赋得黄金赐,赋得黄金赐,5,得黄金,leishu_3gram
109649,line,9136,9140,203,高適,高適,奉酬睢阳李太守,Ethan-do0707/tang_poetry,25,5,山川望石头,山川望石头,5,山川望,leishu_3gram
109678,line,9136,9140,203,高適,高適,奉酬睢阳李太守,Ethan-do0707/tang_poetry,54,5,诗题青玉案,诗题青玉案,5,青玉案,leishu_3gram
109679,line,9136,9140,203,高適,高適,奉酬睢阳李太守,Ethan-do0707/tang_poetry,55,5,衣赠黑貂裘,衣赠黑貂裘,5,黑貂裘,leishu_3gram
109722,line,9139,9143,203,高適,高適,秦中送李九赴越,Ethan-do0707/tang_poetry,6,5,愁霖不可向,愁霖不可向,5,不可向,leishu_3gram
109734,line,9140,9144,203,高適,高適,饯宋八充彭中丞判官之岭南,Ethan-do0707/tang_poetry,2,5,长策竟不用,长策竟不用,5,竟不用,leishu_3gram
109865,line,9149,9153,203,高適,高適,咏史,Ethan-do0707/tang_poetry,1,5,应怜范叔寒,应怜范叔寒,5,范叔寒,leishu_3gram
109866,line,9149,9153,203,高適,高適,咏史,Ethan-do0707/tang_poetry,2,5,不知天下士,不知天下士,5,不知天,leishu_3gram
109886,line,9154,9158,203,高適,高適,闲居,Ethan-do0707/tang_poetry,2,5,方知一杯酒,方知一杯酒,5,一杯酒,leishu_3gram
109901,line,9156,9160,203,高適,高適,九曲词三首,Ethan-do0707/tang_poetry,9,7,西看逻逤取封侯,西看逻逤取封侯,7,取封侯,leishu_3gram
109905,line,9157,9161,203,高適,高適,营州歌,Ethan-do0707/tang_poetry,1,7,狐裘蒙茸猎城下,狐裘蒙茸猎城下,7,狐裘蒙,leishu_3gram
109915,line,9158,9162,203,高適,高適,玉真公主歌,Ethan-do0707/tang_poetry,7,7,何如大道一千年,何如大道一千年,7,一千年,leishu_3gram
109928,line,9161,9165,203,高適,高適,送桂阳孝廉,Ethan-do0707/tang_poetry,0,7,桂阳年少西入秦,桂阳年少西入秦,7,西入秦,leishu_3gram
109934,line,9162,9166,203,高適,高適,送李少府，时在客舍作,Ethan-do0707/tang_poetry,2,7,主人酒尽君未醉,主人酒尽君未醉,7,主人酒,leishu_3gram
109942,line,9164,9168,203,高適,高適,初至封丘作,Ethan-do0707/tang_poetry,2,7,去家百里不得归,去家百里不得归,7,百里不,leishu_3gram
109946,line,9165,9169,203,高適,高適,除夜作,Ethan-do0707/tang_poetry,2,7,故乡今夜思千里,故乡今夜思千里,7,思千里,leishu_3gram
109956,line,9167,9171,674,李栖筠,李栖筠,张公洞,Ethan-do0707/tang_poetry,4,5,道士十二人,道士十二人,5,士十二,leishu_3gram
110046,line,9171,9175,676,薛令之,薛令之,自悼,Ethan-do0707/tang_poetry,2,5,盘中何所有,盘中何所有,5,何所有,leishu_3gram
110084,line,9176,9180,678,冯著,冯著,洛阳道,Ethan-do0707/tang_poetry,12,5,闻君欲行西入秦,闻君欲行西入秦,7,西入秦,leishu_3gram
110104,line,9178,9182,678,冯著,冯著,燕衔泥,Ethan-do0707/tang_poetry,1,5,屋中老人喜燕归,屋中老人喜燕归,7,中老人,leishu_3gram
110145,line,9181,9185,681,敬括,敬括,省试七月流火,Ethan-do0707/tang_poetry,11,5,深知王业休,深知王业休,5,深知王,leishu_3gram
110204,line,9183,9187,132,杜甫,杜甫,送高三十五书记,Ethan-do0707/tang_poetry,14,5,人实不易知,人实不易知,5,不易知,leishu_3gram
110217,line,9183,9187,132,杜甫,杜甫,送高三十五书记,Ethan-do0707/tang_poetry,27,5,不得相追随,不得相追随,5,不得相,leishu_3gram
110225,line,9184,9188,132,杜甫,杜甫,赠李白,Ethan-do0707/tang_poetry,3,5,蔬食常不饱,蔬食常不饱,5,食常不,leishu_3gram
110290,line,9190,9194,132,杜甫,杜甫,今夕行（自齐赵西归至咸阳作）,Ethan-do0707/tang_poetry,4,5,冯陵大叫呼五白,冯陵大叫呼五白,7,呼五白,leishu_3gram
110292,line,9190,9194,132,杜甫,杜甫,今夕行（自齐赵西归至咸阳作）,Ethan-do0707/tang_poetry,6,5,英雄有时亦如此,英雄有时亦如此,7,亦如此,leishu_3gram
110308,line,9192,9196,132,杜甫,杜甫,兵车行,Ethan-do0707/tang_poetry,10,5,便至四十西营田,便至四十西营田,7,至四十,leishu_3gram
110349,line,9194,9198,132,杜甫,杜甫,天育骠骑歌（天育，厩名，未详所出）,Ethan-do0707/tang_poetry,0,5,吾闻天子之马走千里,吾闻天子之马走千里,9,天子之,leishu_3gram
110403,line,9196,9200,132,杜甫,杜甫,秋雨叹三首,Ethan-do0707/tang_poetry,18,7,老夫不出长蓬蒿,老夫不出长蓬蒿,7,夫不出,leishu_3gram
110435,line,9198,9202,132,杜甫,杜甫,醉时歌（赠广文馆博士郑虔）,Ethan-do0707/tang_poetry,18,5,但觉高歌有鬼神,但觉高歌有鬼神,7,有鬼神,leishu_3gram
110478,line,9200,9204,132,杜甫,杜甫,赠卫八处士,Ethan-do0707/tang_poetry,9,5,重上君子堂,重上君子堂,5,上君子,leishu_3gram
110503,line,9201,9205,132,杜甫,杜甫,苦雨奉寄陇西公兼呈王征士,Ethan-do0707/tang_poetry,10,5,划见公子面,划见公子面,5,公子面,leishu_3gram
110530,line,9202,9206,132,杜甫,杜甫,同诸公登慈恩寺塔,Ethan-do0707/tang_poetry,13,5,泾渭不可求,泾渭不可求,5,不可求,leishu_3gram
110572,line,9204,9208,132,杜甫,杜甫,九日寄岑参（参，南阳人）,Ethan-do0707/tang_poetry,9,5,稼穑不可救,稼穑不可救,5,不可救,leishu_3gram
110591,line,9205,9209,132,杜甫,杜甫,送孔巢父谢病归游江东，兼呈李白,Ethan-do0707/tang_poetry,4,7,深山大泽龙蛇远,深山大泽龙蛇远,7,深山大,leishu_3gram
110642,line,9208,9212,132,杜甫,杜甫,丽人行,Ethan-do0707/tang_poetry,0,5,三月三日天气新,三月三日天气新,7,三月三,leishu_3gram
110648,line,9208,9212,132,杜甫,杜甫,丽人行,Ethan-do0707/tang_poetry,6,5,头上何所有,头上何所有,5,上何所,leishu_3gram
110660,line,9208,9212,132,杜甫,杜甫,丽人行,Ethan-do0707/tang_poetry,18,5,箫鼓哀吟感鬼神,箫鼓哀吟感鬼神,7,感鬼神,leishu_3gram
110688,line,9210,9214,132,杜甫,杜甫,渼陂行（陂在鄠县西五里，周一十四里）,Ethan-do0707/tang_poetry,0,7,岑参兄弟皆好奇,岑参兄弟皆好奇,7,兄弟皆,leishu_3gram
110744,line,9212,9216,132,杜甫,杜甫,戏简郑广文虔，兼呈苏司业源明,Ethan-do0707/tang_poetry,4,5,才名四十年,才名四十年,5,四十年,leishu_3gram
110801,line,9214,9218,132,杜甫,杜甫,奉同郭给事汤东灵湫作（骊山温汤之东有龙湫）,Ethan-do0707/tang_poetry,33,5,王母不肯收,王母不肯收,5,王母不,leishu_3gram
110826,line,9215,9219,132,杜甫,杜甫,夜听许十损诵诗爱而有作,Ethan-do0707/tang_poetry,18,5,君意人莫知,君意人莫知,5,人莫知,leishu_3gram
110888,line,9217,9221,132,杜甫,杜甫,沙苑行,Ethan-do0707/tang_poetry,0,5,君不见左辅白沙如白水,君不见左辅白沙如白水,10,如白水,leishu_3gram
110892,line,9217,9221,132,杜甫,杜甫,沙苑行,Ethan-do0707/tang_poetry,4,5,苑中騋牝三千匹,苑中騋牝三千匹,7,騋牝三,leishu_3gram
110944,line,9220,9224,132,杜甫,杜甫,自京赴奉先县咏怀五百字,Ethan-do0707/tang_poetry,0,5,杜陵有布衣,杜陵有布衣,5,杜陵有,leishu_3gram
110981,line,9220,9224,132,杜甫,杜甫,自京赴奉先县咏怀五百字,Ethan-do0707/tang_poetry,37,5,指直不得结,指直不得结,5,直不得,leishu_3gram
111019,line,9220,9224,132,杜甫,杜甫,自京赴奉先县咏怀五百字,Ethan-do0707/tang_poetry,75,5,恐触天柱折,恐触天柱折,5,天柱折,leishu_3gram
111044,line,9221,9225,132,杜甫,杜甫,奉先刘少府新画山水障歌,Ethan-do0707/tang_poetry,0,5,堂上不合生枫树,堂上不合生枫树,7,堂上不,leishu_3gram
111127,line,9222,9226,132,杜甫,杜甫,白水县崔少府十九翁高斋三十韵,Ethan-do0707/tang_poetry,49,5,天地有顺逆,天地有顺逆,5,天地有,leishu_3gram
111157,line,9223,9227,132,杜甫,杜甫,三川观水涨二十韵,Ethan-do0707/tang_poetry,19,5,何以尊四渎,何以尊四渎,5,何以尊,leishu_3gram
111184,line,9224,9228,132,杜甫,杜甫,悲陈陶,Ethan-do0707/tang_poetry,0,7,孟冬十郡良家子,孟冬十郡良家子,7,良家子,leishu_3gram
111212,line,9226,9230,132,杜甫,杜甫,哀江头,Ethan-do0707/tang_poetry,12,5,明眸皓齿今何在,明眸皓齿今何在,7,今何在,leishu_3gram
111216,line,9226,9230,132,杜甫,杜甫,哀江头,Ethan-do0707/tang_poetry,16,5,人生有情泪沾臆,人生有情泪沾臆,7,人生有,leishu_3gram
111228,line,9227,9231,132,杜甫,杜甫,哀王孙,Ethan-do0707/tang_poetry,8,7,问之不肯道姓名,问之不肯道姓名,7,之不肯,leishu_3gram
111334,line,9229,9233,132,杜甫,杜甫,苏端、薛复筵简薛华醉歌,Ethan-do0707/tang_poetry,26,7,如何不饮令心哀,如何不饮令心哀,7,如何不,leishu_3gram
111357,line,9230,9234,132,杜甫,杜甫,晦日寻崔戢、李封,Ethan-do0707/tang_poetry,22,5,未知天下士,未知天下士,5,知天下,leishu_3gram
111365,line,9230,9234,132,杜甫,杜甫,晦日寻崔戢、李封,Ethan-do0707/tang_poetry,30,5,至今阮籍等,至今阮籍等,5,阮籍等,leishu_3gram
111400,line,9232,9236,132,杜甫,杜甫,喜晴（一作喜雨）,Ethan-do0707/tang_poetry,5,7,窈窕桃李花,窈窕桃李花,5,桃李花,leishu_3gram
111423,line,9232,9236,132,杜甫,杜甫,喜晴（一作喜雨）,Ethan-do0707/tang_poetry,28,7,才高心不展,才高心不展,5,高心不,leishu_3gram
111491,line,9234,9238,132,杜甫,杜甫,述怀一首（此已下自贼中窜归凤翔作）,Ethan-do0707/tang_poetry,20,5,几人全性命,几人全性命,5,全性命,leishu_3gram
111519,line,9235,9239,132,杜甫,杜甫,送长孙九侍御赴武威判官,Ethan-do0707/tang_poetry,16,5,使我不能餐,使我不能餐,5,使我不,leishu_3gram
111577,line,9237,9241,132,杜甫,杜甫,送从弟亚赴安西判官,Ethan-do0707/tang_poetry,6,5,诏书引上殿,诏书引上殿,5,引上殿,leishu_3gram
111584,line,9237,9241,132,杜甫,杜甫,送从弟亚赴安西判官,Ethan-do0707/tang_poetry,13,5,足以正神器,足以正神器,5,足以正,leishu_3gram
111613,line,9238,9242,132,杜甫,杜甫,送韦十六评事充同谷郡防御判官,Ethan-do0707/tang_poetry,2,5,今归行在所,今归行在所,5,行在所,leishu_3gram
111634,line,9238,9242,132,杜甫,杜甫,送韦十六评事充同谷郡防御判官,Ethan-do0707/tang_poetry,23,5,二美又何求,二美又何求,5,又何求,leishu_3gram
111671,line,9239,9243,132,杜甫,杜甫,塞芦子（芦子关属夏州，北去塞门镇一十八里）,Ethan-do0707/tang_poetry,12,5,岐有薛大夫,岐有薛大夫,5,薛大夫,leishu_3gram
111674,line,9239,9243,132,杜甫,杜甫,塞芦子（芦子关属夏州，北去塞门镇一十八里）,Ethan-do0707/tang_poetry,15,5,为退三百里,为退三百里,5,三百里,leishu_3gram
111726,line,9241,9245,132,杜甫,杜甫,北征,Ethan-do0707/tang_poetry,1,5,闰八月初吉,闰八月初吉,5,月初吉,leishu_3gram
111825,line,9241,9245,132,杜甫,杜甫,北征,Ethan-do0707/tang_poetry,100,5,送兵五千人,送兵五千人,5,五千人,leishu_3gram
111829,line,9241,9245,132,杜甫,杜甫,北征,Ethan-do0707/tang_poetry,104,5,所用皆鹰腾,所用皆鹰腾,5,所用皆,leishu_3gram
111843,line,9241,9245,132,杜甫,杜甫,北征,Ethan-do0707/tang_poetry,118,5,胡命其能久,胡命其能久,5,其能久,leishu_3gram
111887,line,9244,9248,132,杜甫,杜甫,玉华宫,Ethan-do0707/tang_poetry,2,5,不知何王殿,不知何王殿,5,不知何,leishu_3gram
111968,line,9247,9251,132,杜甫,杜甫,逼仄行，赠毕曜（一作bX々行，一作赠毕四曜）,Ethan-do0707/tang_poetry,3,5,十日不一见颜色,十日不一见颜色,7,十日不,leishu_3gram
111972,line,9247,9251,132,杜甫,杜甫,逼仄行，赠毕曜（一作bX々行，一作赠毕四曜）,Ethan-do0707/tang_poetry,7,5,昔者相过今不得,昔者相过今不得,7,今不得,leishu_3gram
112007,line,9248,9252,132,杜甫,杜甫,送李校书二十六韵,Ethan-do0707/tang_poetry,16,5,乾元元年春,乾元元年春,5,元元年,leishu_3gram
112017,line,9248,9252,132,杜甫,杜甫,送李校书二十六韵,Ethan-do0707/tang_poetry,26,5,何时太夫人,何时太夫人,5,太夫人,leishu_3gram
112020,line,9248,9252,132,杜甫,杜甫,送李校书二十六韵,Ethan-do0707/tang_poetry,29,5,天子正前席,天子正前席,5,天子正,leishu_3gram
112081,line,9249,9253,132,杜甫,杜甫,洗兵马（收京后作）,Ethan-do0707/tang_poetry,38,7,不知何国致白环,不知何国致白环,7,不知何,leishu_3gram
112101,line,9250,9254,132,杜甫,杜甫,留花门,Ethan-do0707/tang_poetry,10,5,中原有驱除,中原有驱除,5,中原有,leishu_3gram
112141,line,9251,9255,132,杜甫,杜甫,病后遇王倚饮，赠歌,Ethan-do0707/tang_poetry,22,7,故人情义晚谁似,故人情义晚谁似,7,故人情,leishu_3gram
112163,line,9252,9256,132,杜甫,杜甫,湖城东遇孟云卿，复归刘颢宅宿宴，饮散因为醉歌,Ethan-do0707/tang_poetry,16,7,人生会合不可常,人生会合不可常,7,不可常,leishu_3gram
112187,line,9254,9258,132,杜甫,杜甫,戏赠阌乡秦少公短歌,Ethan-do0707/tang_poetry,2,7,同心不减骨肉亲,同心不减骨肉亲,7,同心不,leishu_3gram
112198,line,9255,9259,132,杜甫,杜甫,李鄠县丈人胡马行,Ethan-do0707/tang_poetry,5,7,乘出千人万人爱,乘出千人万人爱,7,出千人,leishu_3gram
112215,line,9256,9260,132,杜甫,杜甫,义鹘,Ethan-do0707/tang_poetry,6,5,力强不可制,力强不可制,5,不可制,leishu_3gram
112292,line,9259,9263,132,杜甫,杜甫,新安吏,Ethan-do0707/tang_poetry,7,5,何以守王城,何以守王城,5,何以守,leishu_3gram
112368,line,9262,9266,132,杜甫,杜甫,新婚别,Ethan-do0707/tang_poetry,11,5,何以拜姑嫜,何以拜姑嫜,5,何以拜,leishu_3gram
112386,line,9262,9266,132,杜甫,杜甫,新婚别,Ethan-do0707/tang_poetry,29,5,大小必双翔,大小必双翔,5,大小必,leishu_3gram
112390,line,9263,9267,132,杜甫,杜甫,垂老别,Ethan-do0707/tang_poetry,1,5,垂老不得安,垂老不得安,5,老不得,leishu_3gram
112409,line,9263,9267,132,杜甫,杜甫,垂老别,Ethan-do0707/tang_poetry,20,5,人生有离合,人生有离合,5,人生有,leishu_3gram
112433,line,9264,9268,132,杜甫,杜甫,无家别,Ethan-do0707/tang_poetry,12,5,四邻何所有,四邻何所有,5,何所有,leishu_3gram
112492,line,9266,9270,132,杜甫,杜甫,夏夜叹,Ethan-do0707/tang_poetry,19,5,不如早还乡,不如早还乡,5,不如早,leishu_3gram
112497,line,9267,9271,132,杜甫,杜甫,立秋后题,Ethan-do0707/tang_poetry,0,5,日月不相饶,日月不相饶,5,日月不,leishu_3gram
112514,line,9268,9272,132,杜甫,杜甫,贻阮隐居,Ethan-do0707/tang_poetry,9,5,识子用心苦,识子用心苦,5,子用心,leishu_3gram
112579,line,9270,9274,132,杜甫,杜甫,昔游,Ethan-do0707/tang_poetry,22,5,休事董先生,休事董先生,5,董先生,leishu_3gram
112583,line,9270,9274,132,杜甫,杜甫,昔游,Ethan-do0707/tang_poetry,26,5,妻子亦何人,妻子亦何人,5,妻子亦,leishu_3gram
112611,line,9272,9276,132,杜甫,杜甫,佳人,Ethan-do0707/tang_poetry,0,5,绝代有佳人,绝代有佳人,5,有佳人,leishu_3gram
112613,line,9272,9276,132,杜甫,杜甫,佳人,Ethan-do0707/tang_poetry,2,5,自云良家子,自云良家子,5,良家子,leishu_3gram
112618,line,9272,9276,132,杜甫,杜甫,佳人,Ethan-do0707/tang_poetry,7,5,不得收骨肉,不得收骨肉,5,不得收,leishu_3gram
112731,line,9277,9281,132,杜甫,杜甫,梦李白二首,Ethan-do0707/tang_poetry,4,5,故人入我梦,故人入我梦,5,故人入,leishu_3gram
